OBJECTID,CUSTOMER_I,POSTAL_ARE,FULL_POSTA,REC_TYPE,GEO_LEVEL,NT_CITY,COUNTY,STATE,DISPLAY_LI,ROUTING_LI,DISPLAY_LA,DISPLAY_LO,ROUTING_LA,ROUTING_LO,HOUSE_NUMB,BUILDING_N,STREET_NAM,TMO_STREET,HDB,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,is_outlier,Longitude,Latitude,Distance to Nearest POI (m),Distance to Nearest Street (m),Number of POIs within 500m,Distance to Area Centroid (m),z_score_outlier,iqr_outlier,dbscan_outlier,lof_outlier,cluster,Anomaly Score (%),Confidence in Classification,POI Classification,Reasons for Classification
52615,135539.0,,637769.0,S,8.0,SINGAPORE,SINGAPORE,,897330045.0,897330045.0,1.30149,103.62899,1.30127,103.6287,44,HS (2ND LINK) INDUSTRIAL BUILDING,TUAS VIEW SQ,TUAS VIEW SQ,N,2270,0.001374,103.6282,1.29999,True,103.6287,1.30127,0.00199,6.3e-05,2999,0.222975,True,True,False,False,19,45.00%,Medium,INCORRECT,Normal spatial pattern
96694,217711.0,,650360.0,S,9.0,SINGAPORE,SINGAPORE,,718223342.0,718223338.0,1.36108,103.7506,1.36089,103.75069,360,,BUKIT BATOK ST 31,BUKIT BATOK ST 31,Y,5747,0.001374,103.7516,1.35986,True,103.75069,1.36089,0.002134,0.000641,2999,0.100345,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
116299,237053.0,,820642.0,S,9.0,SINGAPORE,SINGAPORE,,940004136.0,916030567.0,1.39872,103.91636,1.39836,103.91688,642,MULTI STOREY CAR PARK,PUNGGOL DR,PUNGGOL DR,Y,164,0.004216,103.9145,1.39488,True,103.91688,1.39836,5.8e-05,0.000496,2999,0.090792,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
64689,194761.0,,368053.0,S,8.0,SINGAPORE,SINGAPORE,,924779116.0,924779116.0,1.341,103.87991,1.34075,103.88008,28,,MOUNT VERNON RD,MOUNT VERNON RD,N,5087,0.000362,103.8798,1.34052,True,103.88008,1.34075,0.003091,0.001325,2999,0.031625,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
113235,246891.0,,738688.0,S,9.0,SINGAPORE,SINGAPORE,,931050296.0,931050296.0,1.4254,103.7604,1.42483,103.7607,961,,WOODLANDS RD,WOODLANDS RD,N,-1,-1.0,-1.0,-1.0,True,103.7607,1.42483,0.007349,0.000292,2999,0.123083,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
103844,199431.0,,598298.0,S,9.0,SINGAPORE,SINGAPORE,,883731727.0,883731727.0,1.33482,103.7789,1.33485,103.77862,17A,KING ALBERT PARK,KING ALBERT PARK,KING ALBERT PARK,N,4356,0.001771,103.7798,1.33353,True,103.77862,1.33485,0.002884,0.00103,2999,0.070009,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
857,228563.0,,537233.0,S,8.0,SINGAPORE,SINGAPORE,,116130235.0,116130235.0,1.36434,103.90759,1.3644,103.90747,1,,JALAN TERAP,JALAN TERAP,N,1078,0.000133,103.9075,1.36453,True,103.90747,1.3644,0.008606,0.001946,2999,0.064341,True,True,True,True,-1,120.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
805,200560.0,,589333.0,S,7.0,SINGAPORE,SINGAPORE,,985548967.0,983047348.0,1.34806,103.7763,1.3474,103.7762,177,,HINDHEDE DR,HINDHEDE DR,N,-1,-1.0,-1.0,-1.0,True,103.7762,1.3474,0.004135,0.000493,2999,0.072862,False,True,False,True,0,45.00%,Medium,INCORRECT,Isolated from other POIs
85165,172245.0,,639087.0,S,9.0,SINGAPORE,SINGAPORE,,116132063.0,116132063.0,1.32355,103.6434,1.32355,103.6434,24,,TUAS AVE 11,TUAS AVE 11,N,-1,-1.0,-1.0,-1.0,True,103.6434,1.32355,0.002808,0.004508,2999,0.20568,True,True,False,False,25,60.00%,Medium,INCORRECT,Far from streets
40293,124870.0,,109919.0,S,8.0,SINGAPORE,SINGAPORE,,761885653.0,761885653.0,1.2666,103.80939,1.26684,103.80909,20,,BUKIT CHERMIN RD,BUKIT CHERMIN RD,N,1429,0.006338,103.8147,1.26979,True,103.80909,1.26684,0.005139,0.001155,2999,0.081883,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
105342,139679.0,,129956.0,S,9.0,SINGAPORE,SINGAPORE,,897723693.0,870303512.0,1.3081,103.76982,1.30782,103.76984,41,NAN HUA HIGH SCHOOL,CLEMENTI AVE 1,CLEMENTI AVE 1,N,4107,0.001288,103.7688,1.30706,True,103.76984,1.30782,0.00565,0.000602,2999,0.084494,True,True,False,False,7,65.00%,High,INCORRECT,Isolated from other POIs
68657,239799.0,,698974.0,S,8.0,SINGAPORE,SINGAPORE,,930645275.0,930645275.0,1.39391,103.72766,1.39392,103.72761,18,,SUNGEI TENGAH RD,SUNGEI TENGAH RD,N,5249,0.000488,103.7277,1.3944,True,103.72761,1.39392,0.005906,0.004293,2999,0.132972,True,True,True,True,-1,135.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
633,245382.0,,732002.0,S,7.0,SINGAPORE,SINGAPORE,,917218859.0,917218852.0,1.44029,103.77643,1.44054,103.77633,2A,,MARSILING DR,MARSILING DR,Y,5610,0.002516,103.7788,1.44102,True,103.77633,1.44054,0.002766,7.8e-05,2999,0.124917,False,True,True,True,-1,75.00%,High,INCORRECT,Spatial clustering outlier
40920,249593.0,,768380.0,S,8.0,SINGAPORE,SINGAPORE,,762719842.0,762719843.0,1.41722,103.8474,1.41722,103.8474,388,SHAUGHNESSY,MILTONIA CLOS,MILTONIA CLOS,N,-1,-1.0,-1.0,-1.0,True,103.8474,1.41722,0.0001,0.003545,2999,0.078628,True,True,False,False,18,60.00%,Medium,INCORRECT,Far from streets
109233,243648.0,,737916.0,S,9.0,SINGAPORE,SINGAPORE,,915032548.0,940412701.0,1.44651,103.80249,1.44647,103.80339,31,ADMIRALTY SECONDARY SCHOOL,WOODLANDS CRES,WOODLANDS CRES,N,4927,0.004915,103.79901,1.44424,True,103.80339,1.44647,0.004597,0.00058,2999,0.116933,True,True,False,False,27,45.00%,Medium,INCORRECT,Isolated from other POIs
68783,249077.0,,729246.0,S,8.0,SINGAPORE,SINGAPORE,,931270448.0,931270448.0,1.41472,103.7507,1.41477,103.7507,40,LUXX NEWHOUSE DESIGN CENTRE,SUNGEI KADUT ST 2,SUNGEI KADUT ST 2,N,5256,0.004247,103.7549,1.4154,True,103.7507,1.41477,0.005198,0.003317,2999,0.123985,True,True,False,False,22,80.00%,High,INCORRECT,Far from streets; Isolated from other POIs
99145,190856.0,,460539.0,S,9.0,SINGAPORE,SINGAPORE,,826799196.0,826799193.0,1.33137,103.92481,1.3315,103.92504,539,,BEDOK NORTH ST 3,BEDOK NORTH ST 3,Y,3202,0.007035,103.9215,1.32542,True,103.92504,1.3315,0.008902,0.000184,2999,0.076841,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
551,182444.0,,639420.0,S,7.0,SINGAPORE,SINGAPORE,,905379961.0,715262945.0,1.32516,103.65184,1.32546,103.65232,29,ZICOM,TUAS AVE 3,TUAS AVE 4,N,843,0.000524,103.6522,1.32597,True,103.65232,1.32546,0.003098,0.00024,2999,0.196648,True,True,False,False,14,45.00%,Medium,INCORRECT,Normal spatial pattern
91864,249427.0,,829497.0,S,9.0,SINGAPORE,SINGAPORE,,116147737.0,116147739.0,1.41943,103.90934,1.4194,103.90959,31,PONGGOL PARK,PONGGOL TWENTY-FOURTH AVE,PONGGOL TWENTY-FOURTH AVE,N,5013,0.001085,103.9103,1.42022,True,103.90959,1.4194,0.000153,0.000729,2999,0.101278,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
23262,125055.0,,118503.0,S,8.0,SINGAPORE,SINGAPORE,,116145117.0,116145117.0,1.27367,103.79852,1.27376,103.79855,43,,PASIR PANJANG RD,PASIR PANJANG RD,N,1873,0.000939,103.7994,1.27336,True,103.79855,1.27376,0.005668,0.001056,2999,0.081866,True,True,False,True,9,90.00%,Very High,INCORRECT,Isolated from other POIs
52955,154304.0,,637787.0,S,8.0,SINGAPORE,SINGAPORE,,897466386.0,897466386.0,1.31014,103.62776,1.31052,103.6283,65,CENTILLION ENVIRONMENT & RECYCLING,TECH PARK CRES,TECH PARK CRES,N,4149,0.008325,103.6266,1.30237,True,103.6283,1.31052,0.002855,0.002162,2999,0.222011,True,True,False,False,28,60.00%,Medium,INCORRECT,Far from streets
202,155472.0,,388892.0,S,7.0,SINGAPORE,SINGAPORE,,778433204.0,778433204.0,1.31516,103.8731,1.31517,103.8731,421,,LOR 3 GEYLANG,LOR 3 GEYLANG,N,-1,-1.0,-1.0,-1.0,True,103.8731,1.31517,0.002847,0.000746,2999,0.033952,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
41537,199574.0,,319381.0,S,8.0,SINGAPORE,SINGAPORE,,778682920.0,778682920.0,1.33567,103.85529,1.33585,103.85556,180,SPC,LOR 6 TOA PAYOH,LOR 6 TOA PAYOH,N,5162,0.000978,103.8564,1.33535,True,103.85556,1.33585,0.004595,0.00102,2999,0.00755,True,True,False,False,26,45.00%,Medium,INCORRECT,Isolated from other POIs
80219,245572.0,,757731.0,S,8.0,SINGAPORE,SINGAPORE,,940493977.0,940493977.0,1.4533,103.79555,1.4535,103.7955,8,,WOODLANDS IND PARK E1,WOODLANDS IND PARK E1,N,5611,0.002062,103.7954,1.45144,True,103.7955,1.4535,0.00388,0.002614,2999,0.126546,True,True,False,False,44,60.00%,Medium,INCORRECT,Far from streets; Isolated from other POIs
105066,232243.0,,671603.0,S,9.0,SINGAPORE,SINGAPORE,,897328474.0,907484887.0,1.38176,103.76165,1.38177,103.7623,603A,,SENJA RD,SENJA RD,Y,3103,0.000117,103.7622,1.38171,True,103.7623,1.38177,0.0045,0.000545,2999,0.096431,True,True,False,False,8,45.00%,Medium,INCORRECT,Isolated from other POIs
57339,185240.0,,628746.0,S,8.0,SINGAPORE,SINGAPORE,,909479569.0,909479569.0,1.33174,103.6918,1.33215,103.69196,33,TURBO ONE,KIAN TECK WAY,KIAN TECK WAY,N,3361,0.002244,103.6899,1.33304,True,103.69196,1.33215,0.00247,0.001069,2999,0.156701,True,True,False,False,4,45.00%,Medium,INCORRECT,Normal spatial pattern
981,182510.0,,627972.0,S,8.0,SINGAPORE,SINGAPORE,,116130714.0,116130714.0,1.32548,103.70545,1.32542,103.70603,11,OCEAN TRANSPORTATION,TRACTOR RD,TRACTOR RD,N,2968,0.004696,103.7097,1.32835,True,103.70603,1.32542,0.004744,0.003401,2999,0.143106,True,True,False,False,4,60.00%,Medium,INCORRECT,Far from streets; Isolated from other POIs
74734,236831.0,,788101.0,S,8.0,SINGAPORE,SINGAPORE,,939885958.0,939885958.0,1.39828,103.82515,1.39833,103.82515,7,SPRINGLEAF GARDEN,SPRINGLEAF HTS,SPRINGLEAF HTS,N,1403,0.000986,103.8244,1.39769,True,103.82515,1.39833,0.00012,0.002886,2999,0.064142,True,True,False,False,10,60.00%,Medium,INCORRECT,Far from streets
50983,154197.0,,128405.0,S,8.0,SINGAPORE,SINGAPORE,,895445561.0,895445561.0,1.31076,103.74952,1.31162,103.74984,214,F & N FOODS,PANDAN LOOP,PANDAN LOOP,N,1435,0.007069,103.7569,1.31198,True,103.74984,1.31162,0.003625,0.00498,2999,0.10231,True,True,False,True,7,85.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs
26041,133528.0,,609256.0,S,8.0,SINGAPORE,SINGAPORE,,116147000.0,116147000.0,1.30356,103.75272,1.30316,103.75216,7,PM COAST MARITIME,PANDAN RD,PANDAN RD,N,1435,0.010013,103.7569,1.31198,True,103.75216,1.30316,0.006487,0.003486,2999,0.102678,True,True,True,True,-1,135.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
117468,125073.0,,99981.0,S,9.0,SINGAPORE,SINGAPORE,,940158092.0,116149925.0,1.24842,103.82804,1.24836,103.82754,33,SENTOSA OFFICE,ALLANBROOKE RD,ALLANBROOKE RD,N,3355,0.008355,103.8239,1.25588,True,103.82754,1.24836,0.001721,0.000418,2999,0.092649,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
37979,187792.0,,610105.0,S,8.0,SINGAPORE,SINGAPORE,,718181353.0,718181353.0,1.33186,103.72409,1.33194,103.72475,105,,TAO CHING RD,TAO CHING RD,Y,2261,0.002235,103.7249,1.32971,True,103.72475,1.33194,0.007532,0.000794,2999,0.123957,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
97674,235910.0,,509928.0,S,9.0,SINGAPORE,SINGAPORE,,762427730.0,762427730.0,1.37402,103.9816,1.37395,103.9816,164,,CALSHOT RD,CALSHOT RD,N,-1,-1.0,-1.0,-1.0,True,103.9816,1.37395,0.006262,0.002759,2999,0.137687,True,True,True,True,-1,135.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
26381,183904.0,,638999.0,S,8.0,SINGAPORE,SINGAPORE,,116147898.0,116147898.0,1.32447,103.63763,1.32492,103.63779,39,RECON PROPELLER & ENGINEERING,TUAS AVE 13,TUAS AVE 13,N,236,0.001721,103.6376,1.32321,True,103.63779,1.32492,0.003637,0.003088,2999,0.211182,True,True,False,False,25,60.00%,Medium,INCORRECT,Far from streets; Isolated from other POIs
55488,175384.0,,638993.0,S,8.0,SINGAPORE,SINGAPORE,,901995763.0,901995763.0,1.32164,103.63974,1.32149,103.63995,27,,TUAS AVE 13,TUAS AVE 13,N,1185,0.002406,103.6419,1.32008,True,103.63995,1.32149,0.004018,0.00051,2999,0.209279,True,True,False,False,25,45.00%,Medium,INCORRECT,Isolated from other POIs
91865,249412.0,,829502.0,S,9.0,SINGAPORE,SINGAPORE,,116147739.0,116147739.0,1.41925,103.9094,1.41925,103.90956,29A,,PONGGOL TWENTY-FOURTH AVE,PONGGOL TWENTY-FOURTH AVE,N,5013,0.00122,103.9103,1.42022,True,103.90956,1.41925,0.000153,0.000836,2999,0.10114,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
2894,193107.0,,638151.0,S,8.0,SINGAPORE,SINGAPORE,,116131695.0,116131695.0,1.33949,103.691,1.33937,103.69085,20,,YUNNAN WALK 2,YUNNAN WALK 2,N,764,0.002278,103.6927,1.3407,True,103.69085,1.33937,0.000158,0.000439,2999,0.15768,True,True,False,False,4,45.00%,Medium,INCORRECT,Normal spatial pattern
56052,183037.0,,639106.0,S,8.0,SINGAPORE,SINGAPORE,,902151905.0,902151905.0,1.3256,103.64148,1.3255,103.64138,60,PARDUIT SINGAPORE,TUAS AVE 11,TUAS AVE 11,N,1186,0.002808,103.6434,1.32355,True,103.64138,1.3255,0.002808,0.003303,2999,0.207562,True,True,False,False,25,60.00%,Medium,INCORRECT,Far from streets
37002,194736.0,,574625.0,S,8.0,SINGAPORE,SINGAPORE,,116176605.0,116176605.0,1.3404,103.83692,1.34038,103.83688,810,,THOMSON RD,THOMSON RD,N,4933,0.002381,103.8361,1.33813,True,103.83688,1.34038,0.00472,0.000514,2999,0.011783,True,True,True,True,-1,100.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
97962,248242.0,,768893.0,S,9.0,SINGAPORE,SINGAPORE,,774616372.0,774616371.0,1.43089,103.83854,1.4307,103.83891,1,,YISHUN AVE 9,YISHUN AVE 9,N,5760,0.00399,103.8358,1.4282,True,103.83891,1.4307,0.002694,0.001042,2999,0.092601,False,True,False,True,1,45.00%,Medium,INCORRECT,Normal spatial pattern
116214,249755.0,,829660.0,S,9.0,SINGAPORE,SINGAPORE,,939999160.0,116130901.0,1.41584,103.90531,1.41574,103.90549,202,PONGGOL PARK,PONGGOL SEVENTEENTH AVE,PONGGOL SEVENTEENTH AVE,N,5013,0.006573,103.9103,1.42022,True,103.90549,1.41574,0.002043,0.000889,2999,0.095892,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
2892,193003.0,,638147.0,S,8.0,SINGAPORE,SINGAPORE,,116131695.0,116131695.0,1.33938,103.69109,1.33924,103.69094,16,,YUNNAN WALK 2,YUNNAN WALK 2,N,764,0.002287,103.6927,1.3407,True,103.69094,1.33924,0.000158,0.000493,2999,0.15759,True,True,False,False,4,45.00%,Medium,INCORRECT,Normal spatial pattern
108569,232681.0,,508944.0,S,9.0,SINGAPORE,SINGAPORE,,914308980.0,116150505.0,1.37593,103.96838,1.37625,103.96811,29,MOKI MARINE ENGINEERING,LOYANG DR,LOYANG DR,N,4871,0.003492,103.9701,1.37912,True,103.96811,1.37625,0.003354,0.002598,2999,0.125369,True,True,False,False,17,60.00%,Medium,INCORRECT,Far from streets
56344,192049.0,,639308.0,S,8.0,SINGAPORE,SINGAPORE,,905379971.0,905379971.0,1.32895,103.65113,1.32845,103.65151,21,MAGIC-KOIL,TUAS AVE 6,TUAS AVE 6,N,4646,0.002417,103.6508,1.33076,True,103.65151,1.32845,0.0018,0.002281,2999,0.19728,True,True,False,False,14,60.00%,Medium,INCORRECT,Far from streets
94901,204857.0,,574290.0,S,9.0,SINGAPORE,SINGAPORE,,116161272.0,116161272.0,1.34505,103.83766,1.34504,103.83763,21C,,WESTLAKE AVE,WESTLAKE AVE,N,89,0.002588,103.8383,1.34254,True,103.83763,1.34504,0.00472,0.000654,2999,0.012659,True,True,True,True,-1,100.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
118523,197584.0,,608579.0,S,9.0,SINGAPORE,SINGAPORE,,940620926.0,940620926.0,1.33693,103.7551,1.33693,103.7551,34,ENTERPRISE HUB,TOH GUAN RD E,TOH GUAN RD E,N,-1,-1.0,-1.0,-1.0,True,103.7551,1.33693,0.004508,0.001418,2999,0.093443,True,True,False,True,0,70.00%,High,INCORRECT,Isolated from other POIs
26221,244209.0,,758210.0,S,8.0,SINGAPORE,SINGAPORE,,116147648.0,116147648.0,1.46135,103.79988,1.46081,103.80025,23,HO SENG LEE INDUSTRIES,SENOKO DR,SENOKO DR,N,5203,0.006955,103.7933,1.46108,True,103.80025,1.46081,0.002708,0.00292,2999,0.1314,True,True,False,False,34,60.00%,Medium,INCORRECT,Far from streets
66537,190879.0,,486477.0,S,8.0,SINGAPORE,SINGAPORE,,925015319.0,925015319.0,1.33078,103.96859,1.33097,103.96809,1,GATES RUBBER COMPANY,CHANGI SOUTH ST 3,CHANGI SOUTH ST 3,N,4662,0.001742,103.968,1.33271,True,103.96809,1.33097,0.004835,0.000541,2999,0.119805,True,True,False,True,33,70.00%,High,INCORRECT,Isolated from other POIs
41066,129926.0,,117864.0,S,8.0,SINGAPORE,SINGAPORE,,775252352.0,775252352.0,1.28522,103.7795,1.28522,103.7795,31,WEST COAST CAR MART,WEST COAST HWY,WEST COAST HWY,N,-1,-1.0,-1.0,-1.0,True,103.7795,1.28522,0.005986,0.000577,2999,0.08726,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
67094,227775.0,,560418.0,S,8.0,SINGAPORE,SINGAPORE,,925854057.0,925854057.0,1.36495,103.85404,1.36473,103.85401,418,,ANG MO KIO AVE 10,ANG MO KIO AVE 10,Y,3368,0.001828,103.8558,1.36436,True,103.85401,1.36473,0.006075,0.00105,2999,0.026699,True,True,False,True,0,90.00%,Very High,INCORRECT,Isolated from other POIs
102645,158613.0,,637584.0,S,9.0,SINGAPORE,SINGAPORE,,866655289.0,866655289.0,1.31461,103.62843,1.31504,103.62827,67E,SEATOWN INDUSTRIAL CENTRE,TUAS SOUTH AVE 1,TUAS SOUTH AVE 1,N,4565,0.005785,103.633,1.31837,True,103.62827,1.31504,0.001655,0.000923,2999,0.221515,True,True,False,False,28,45.00%,Medium,INCORRECT,Normal spatial pattern
74335,235141.0,,530530.0,S,8.0,SINGAPORE,SINGAPORE,,939794218.0,939794218.0,1.37527,103.89005,1.37539,103.89024,530,,HOUGANG AVE 6,HOUGANG AVE 6,Y,5223,0.00387,103.8876,1.37256,True,103.89024,1.37539,0.003204,0.000762,2999,0.055618,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
59048,211245.0,,498770.0,S,8.0,SINGAPORE,SINGAPORE,,914036528.0,914036528.0,1.35269,103.97228,1.35265,103.97226,15,ZUELLIG PHARMA SINGAPORE,CHANGI NORTH WAY,CHANGI NORTH WAY,N,1879,0.005083,103.9703,1.35734,True,103.97226,1.35265,0.003048,0.000845,2999,0.124527,False,True,True,True,-1,75.00%,High,INCORRECT,Spatial clustering outlier
47091,245644.0,,718902.0,S,8.0,SINGAPORE,SINGAPORE,,859424783.0,859424783.0,1.44083,103.73202,1.43969,103.73206,290,,NEO TIEW CRES,NEO TIEW CRES,N,2365,0.001129,103.7322,1.43857,True,103.73206,1.43969,0.016477,0.004992,2999,0.154221,True,True,True,True,-1,135.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
93157,138721.0,,138810.0,S,9.0,SINGAPORE,SINGAPORE,,116156297.0,116156297.0,1.29388,103.7972,1.29387,103.7972,2,,WHITCHURCH RD,WHITCHURCH RD,N,-1,-1.0,-1.0,-1.0,True,103.7972,1.29387,0.004558,0.001076,2999,0.068084,True,True,False,False,0,45.00%,Medium,INCORRECT,Isolated from other POIs
11658,247867.0,,718893.0,S,8.0,SINGAPORE,SINGAPORE,,116136471.0,116136471.0,1.42927,103.71657,1.42932,103.7163,150,,LIM CHU KANG LANE 3,LIM CHU KANG LANE 3,N,5498,0.002956,103.7142,1.4314,True,103.7163,1.42932,0.004806,0.002433,2999,0.160357,True,True,True,True,-1,115.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
118303,248419.0,,731575.0,S,9.0,SINGAPORE,SINGAPORE,,940500477.0,940500477.0,1.43147,103.79701,1.43143,103.79699,575A,,WOODLANDS DR 16,WOODLANDS DR 16,Y,1030,0.005124,103.7938,1.42742,True,103.79699,1.43143,0.004082,0.001612,2999,0.106177,False,True,True,False,-1,50.00%,Medium,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
112875,221983.0,,550153.0,S,9.0,SINGAPORE,SINGAPORE,,927942102.0,927942099.0,1.37026,103.87202,1.37023,103.87259,153,,SERANGOON NORTH AVE 1,SERANGOON NORTH AVE 1,Y,606,0.00118,103.8726,1.36905,True,103.87259,1.37023,0.003021,0.000283,2999,0.039742,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
27688,188969.0,,628706.0,S,8.0,SINGAPORE,SINGAPORE,,116148776.0,116148776.0,1.32975,103.70125,1.32981,103.70169,3,YEO'S BROTHER TRANSPORT SVC,KWONG MIN RD,KWONG MIN RD,N,644,0.00509,103.6966,1.32987,True,103.70169,1.32981,0.00087,0.002494,2999,0.147101,True,True,False,False,4,60.00%,Medium,INCORRECT,Far from streets
20603,127193.0,,19392.0,S,8.0,SINGAPORE,SINGAPORE,,116142584.0,880590148.0,1.28028,103.86662,1.28004,103.86655,20,,MARINA MALL,MARINA MALL,N,4204,0.000287,103.8663,1.28018,True,103.86655,1.28004,0.007965,0.000995,2999,0.061271,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
38118,215613.0,,650345.0,S,8.0,SINGAPORE,SINGAPORE,,718223347.0,718223347.0,1.36286,103.75083,1.36302,103.75082,345,,BUKIT BATOK ST 34,BUKIT BATOK ST 34,Y,4922,0.002835,103.7485,1.36139,True,103.75082,1.36302,0.002134,0.000849,2999,0.100714,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
102851,158784.0,,619469.0,S,9.0,SINGAPORE,SINGAPORE,,870573726.0,762621102.0,1.31333,103.7005,1.31281,103.7007,7,,JALAN BUROH,JALAN BUROH,N,-1,-1.0,-1.0,-1.0,True,103.7007,1.31281,0.005318,0.003398,2999,0.150061,True,True,False,True,43,105.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs
59363,230391.0,,508991.0,S,8.0,SINGAPORE,SINGAPORE,,914172020.0,914172020.0,1.38361,103.97162,1.38351,103.97147,30,PENTAGON FREIGHT SERVICES,LOYANG CRES,LOYANG CRES,N,2604,0.002376,103.9726,1.3856,True,103.97147,1.38351,0.005182,0.001082,2999,0.130888,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
471,147700.0,,629414.0,S,7.0,SINGAPORE,SINGAPORE,,879825596.0,877626834.0,1.31244,103.65859,1.31123,103.66074,19,TETRAPAK,GUL LN,GUL CRES,N,5939,0.003785,103.6574,1.31301,True,103.66074,1.31123,0.002862,0.000161,2999,0.189772,True,True,False,False,35,45.00%,Medium,INCORRECT,Normal spatial pattern
22934,171606.0,,129191.0,S,8.0,SINGAPORE,SINGAPORE,,116144961.0,116144961.0,1.3237,103.75581,1.32351,103.75573,68,FABER HILLS,FABER HTS,FABER HTS,N,190,0.001106,103.7568,1.32323,True,103.75573,1.32351,0.000979,0.002697,2999,0.094017,True,True,False,True,7,85.00%,Very High,INCORRECT,Far from streets
87136,246411.0,,738366.0,S,9.0,SINGAPORE,SINGAPORE,,116135123.0,116135127.0,1.45141,103.80382,1.45186,103.80367,1,YEAKIN PLASTIC,WOODLANDS WALK,WOODLANDS WALK,N,2958,0.003015,103.8062,1.4535,True,103.80367,1.45186,0.004502,0.000617,2999,0.12182,True,True,False,False,44,45.00%,Medium,INCORRECT,Isolated from other POIs
56369,173305.0,,639498.0,S,8.0,SINGAPORE,SINGAPORE,,905381643.0,905381643.0,1.32233,103.65974,1.32262,103.65996,13,PRECISE DEVELOPMENT,TUAS AVE 1,TUAS AVE 1,N,1180,0.005186,103.6548,1.32314,True,103.65996,1.32262,0.002115,0.000737,2999,0.189244,True,True,False,False,14,45.00%,Medium,INCORRECT,Normal spatial pattern
105139,167453.0,,629472.0,S,9.0,SINGAPORE,SINGAPORE,,897453541.0,897453540.0,1.31743,103.66962,1.31719,103.67023,24,TANNY SERVICES,GUL DR,GUL DR,N,4019,0.001755,103.6687,1.31805,True,103.67023,1.31719,0.003972,0.002002,2999,0.179579,True,True,False,False,36,60.00%,Medium,INCORRECT,Far from streets; Isolated from other POIs
49035,204776.0,,637459.0,S,8.0,SINGAPORE,SINGAPORE,,874917717.0,874917717.0,1.34572,103.67855,1.3457,103.67851,62,,NANYANG DR,NANYANG DR,N,4155,0.001119,103.67887,1.34464,True,103.67851,1.3457,0.005747,4.2e-05,2999,0.170166,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
48864,149340.0,,608611.0,S,8.0,SINGAPORE,SINGAPORE,,873086737.0,873086737.0,1.31309,103.72871,1.31319,103.72915,2,,PENJURU CLOS,PENJURU CLOS,N,2970,0.003602,103.7316,1.31583,True,103.72915,1.31319,0.00068,0.000277,2999,0.122053,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
118885,130129.0,,637437.0,S,9.0,SINGAPORE,SINGAPORE,,943652045.0,872231392.0,1.28477,103.62945,1.28477,103.6295,26,ABBOTT,TUAS SOUTH AVE 10,TUAS SOUTH AVE 10,N,2336,0.007174,103.6315,1.29166,True,103.6295,1.28477,0.010021,0.000192,2999,0.225546,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
